id,question,answer
228,拔牙后需要注意些什么呢, (1) 轻咬棉球或纱布，30―40 分钟后再吐出。(2) 拔牙是创伤手术，术后 1-2 天应注意休息，少说话，不要做剧烈运动或重体力劳动，不要吸烟、饮酒，以免加重疼痛和延长伤口的痊愈期。(3) 拔牙后 24 小时内不可以刷牙 漱口，以免凝固的伤口再次出血，可用温和的漱口水或淡盐水漱口，拔牙当 日应进软食避免患侧咀嚼，食物不宜过烫或过于坚硬、辛辣，可以多吃富含 维生素的水果汁或水果泥，以补充营养，促进伤口愈合。（4）拔牙后 2 小 时勿用舌舔伤口，勿用手触碰伤口，更不可反复允吸（5）拔牙后 24 小时内 有轻微疼 痛，吐出的唾液里混有些粉红色血水或血丝都是正常的，可在医 师的指导下服用适量的消炎镇痛药。（6）如果几天后还有持续出血或疼痛， 甚至出现明显的头晕心慌等不适症状，就应立即到医院复诊，查明原因后及 时处理。
229,拔牙断根怎么办,断根发生后，原则上均应取出，拔牙断根一般要取干净，若所拔出的牙是患 有慢性炎症的病牙，断根残留，可使新鲜创口成为细菌的培养基，极易发生炎症 或继发感染，应该综合分析病人状况、断根及根周情况、创伤大小、可能的并发 症等多个因素。若埋伏牙、无龋多生牙、错位牙均无炎症，虽有小残根片存留， 伤口仍可以愈合良好，则可以不用取出。
230,孕妇能拔牙吗,对引起极大痛苦，必须拔除的牙，在健康正常者的妊娠期间皆可进行，但在 怀孕的 4、5、6 个月期间进行拔牙相对安全，妊娠前 3 个月易发生流产，且前 3 个月孕妇可能有恶心、呕吐等反应，使口腔内的操作困难。后三个月则有可能引 起早产，且不宜长时间坐于牙椅上。对于有流产、早产史者，拔牙时应解除病人 的顾虑和恐惧，且麻药中不可用肾上腺素。当然，也不是绝对的，应酌情处理。
231,拔牙的有哪些禁忌症,有血液疾病，高血压，心脏病，糖尿病，肝炎，肝硬化，肝功能损害等患者禁忌拔牙。
232,长了智齿，是不是都要拔除啊,智齿是指人口腔内最里面的第三磨牙。因为第三磨牙在 20 岁左右萌出，人的智力发育正好在此时成熟，故称智齿。智齿的拔除或保留是根据智齿阻生的程 度、方位(近中、远中、颊向、舌向位等)和它有无咀嚼功能、是否经常发炎等情 况来决定的。发生下列情况和并发症的智齿应予拔除：①牙本身龋坏。②与邻牙 间有实物钳塞。③无对颌牙且下垂。④部分萌出，反复产生冠周炎。⑤咬颊或摩 擦颊粘膜，有囊肿形成。⑥妨碍下颌冠突运动。⑦压迫第二磨牙，产生龋坏或疼 痛。⑧妨碍义齿的制作及戴入。
233,拔牙时打麻药会有什么危害吗,拔牙一般用局麻，药物只作用于局部神经，不会对智力产生影响，一般不出 现意外情况，也不会有任何危害。它对神经的影响也只是暂时的，药物很快被吸 收以后就在体内完全清除了。在局麻药效达高峰的时，你都是清醒的，也就是麻 醉药作用不到脑部。其实不管是局麻还是全麻，作用都只是暂时的，麻醉药物在 体内会完全清除，不会有什么长期的影响。
234,蛀牙里面真的有虫子么,蛀牙是龋齿的俗称。龋齿是由时间、细菌、含糖食物和牙齿相互作用产生的， 如果口腔不卫生，牙齿表面就会堆积大量细菌，细菌在食物中的糖的帮助下，会 产生大量的酸，时间久了，酸对牙齿进行破坏造成龋洞，蛀牙就形成了。而并非 像所说的牙齿里长了虫子。
235,我的牙劈了该怎么办,根据劈裂的深度和面积决定，如果劈裂不深、面积不大的话则可以在牙体牙 髓科治疗后行全冠修复，如果太深或太大的话则只能拔除。
236,根管治疗需要花费多少时间,受感染或炎症的严重程度、治疗的难度等多因素的影响，一般需 1~2 次就诊， 每次复诊间隔 3~7 天不等，所以总共所花时间应在 1 周左右。每个患者的骨质修复情况也会影响疗程。
237,根管治疗有痛苦吗,根管治疗可在无痛条件下操作完成，如果牙髓已经完全坏死，则不必进行局 部麻醉。但有相当一部分病人就诊时牙髓部分仍有活力，必须局部麻醉后进行操 作。根管预备或根管充填后，有一部分病人会感到患牙所在的部位疼痛，这是身 体组织的一种应激反应。它与感染或炎症的程度、患者的身体抵抗力及全身健康 情况等多种因素有关。临床上可见有的患者完全无痛，而有患者却疼痛剧烈或肿 胀。但一般来说，大多数患者治疗后没有严重的疼痛和肿胀发生。
238,根管治疗后的注意事项,根管治疗术并非都是一次完成治疗，医生往往根据患者临床检查情况，分步 分次进行治疗，一般来说，根管治疗要 1-2 次就诊才能完成。（2）、根管治疗期 间或完成后可能出现短暂不适，通常服用消炎或止痛药可缓解，局部出现肿痛应 告知医生处理。（3）、牙齿治疗后脆性较大最好行嵌体或冠修复，防止牙齿折裂， 延长牙齿的寿命。
239,纤维桩和金属桩哪个好？有什么区别啊,"首先，纤维桩具有良好的耐腐蚀性，无毒性无过敏性，制作的修复体美观性能好，传统铸造镍铬合金桩核冠，戴用一定时间后，患者会出现牙颈缘灰线问 题，不但影响美观，而且游离释放的金属离子还会引起个别病例的组织过敏及生 物毒性反应。
其次， 纤维桩同树脂粘结剂的粘结性能远远超过金属桩。电镜下，纤维桩 表面呈多孔性，能提供最大粘结面积。同时粘结剂进入微孔中形成锁扣，增强了化学粘接性能。
再次，纤维桩不影响核磁共振成像。金属的传导性会导致即刻射频场发生变形，继而造成显著的图像扭曲变形。 最后，纤维桩在需要时可以用器械取出,在牙体组织内的残留纤维桩核，利于重新牙体治疗和对残余牙体的二次修复，亦利于牙根与牙槽骨的保存。金属桩一旦失败，去除比较困难，有拔掉牙根的可能,给患者带来极大的痛苦。
综上，纤维桩是首选。"
240,根管治疗牙齿还能保留多久,根管治疗完成后，患牙将和您的其他牙齿一样延用终生。治疗完成后患牙为 死髓牙，无活力，建议对患牙做全冠修复，防止折裂，之后定期对患牙进行 X 线检查。
241,做完根管治疗牙齿为什么会变色牙,因为做完根管治疗，牙齿成了死髓牙，没有了牙神经供给其营养，所以颜 色就会变暗淡，没有了活髓牙的亮泽。
242,做完根管治疗为什么要做冠呢,做完根管治疗后，牙齿没有牙神经供给营养，牙齿会变脆，不能承受太大 的咬合力，所以一般情况下，建议患者做完根管治疗后及时做冠保护，以防牙齿 劈裂。一旦牙齿劈裂太深，只能拔除，所以，根管治疗后的牙齿通常会做牙套来 加以保护。
243,牙齿在做完冷光美白后可以保持多长时间,做完后一般效果能保持两年左右。保持时间的长短因个人饮食习惯及牙齿保 健情况而定。
244,什么样的牙齿可以做冷光美白,一般生理性黄牙；外源性着色牙（如咖啡渍，烟渍，茶渍等）；中、轻度四 环素牙；氟斑牙等，都可以做冷光美白。
245,什么是冷光美白啊,BEYOND 冷光美白技术是将波长介于 480~520nm 之间的高强度蓝光，经由光 纤传导，经过两片 30 多层的镀膜的特殊光学镜片，隔除一切有害的紫外线与红 外线，将过氧化氢和直径 20nm 的二氧化硅等为主体的美白剂快速产生氧化还原 作用，透过牙小管，去除上下共 16~20 颗牙齿表面及深层所附着的色素，达到良 好的美白。
246,冷光美白后应注意什么,冷光美白后 24 小时内，应尽量避免食用过冷及过热的刺激性食物，和带色 素的食物及饮料（咖啡、红茶、酱油等），应当尽量食用无色或者白色的食物。 而且在美白牙齿后应尽量避免抽烟。
247,做冷光美白会不会疼,健康的牙齿几乎不会痛，如果是四环素牙，氟斑牙，或牙齿存在隐裂、磨耗 等问题，在美白过程中可能会产生一过性不适感，这种情况一般会在 24-48 小时 内消失。
248,做完冷光美白后能变多白,牙齿美白的效果决定于牙齿变色原因及牙釉质的发育情况，个体间存在差 异，一半治疗可提高 5~14 个 VITA 色阶，平均提高 8 个 VITA 色阶；四环素牙， 氟斑牙患者需要进行多次冷光美白治疗或者配合家用美白套装方可达到理想效 果。
249,为什么牙齿疼痛急性发作时夜间加重,牙齿急性炎症时，患牙根尖部渗出物较多，且不易引流，夜间患者卧床平躺 时，体位相较白天时发生改变，血循环至牙齿的量增加，使髓腔压力增加，疼痛 增加。
250,为什么在根管治疗前后要反复拍片,根管治疗常规一般需拍三张牙片，治疗前一张，为了帮助检查，了解牙齿情 况；治疗中一张，为了测定牙根长度；治疗后一张，为了检验治疗程度和效果。
251,为什么有的患者根管治疗完成后咬东西还会痛,通常医生会通过给牙齿拍 X 光片，来检查根管充填是否到要求的位置。但如 果治疗不完善
252,我的牙虽然坏了，但是本来都不痛，为什么做了一次根管治疗以后反而痛 起来了,这种情况主要是因为根尖周炎已发展为慢性，患者自己不会感觉到明显不适 症状。不过，当他们来到医院接受根管治疗，进行到清理根管这一步时，可能会 有少量的碎屑和细菌被推到根尖周，其中一些细菌毒力很强，在根尖位置的“破 坏行为”很活跃，导致有的患者在治疗后剧烈疼痛。这种情况一般 2～3 天就能 缓解甚至消失，如果无法忍受则要及时复诊。
253,怀孕了牙疼怎么办,"牙疼大多是由蛀牙引起的，孕妇牙痛由于不能吃消炎药，在治疗上是相当困难的，疼的厉害一定非治疗不可时，告诉医生怀孕月份，以第四至第六个月是治 疗的最佳时机。
①孕妇在怀孕期间不能吃止疼药：这是因为怀孕初期，胎儿器官正在分化，容易受消炎药物、麻醉剂等的影响;而末期子宫比较敏感，容易受外来刺激而收 缩，治疗怕会造成早产。②专家建议：常用脱敏或防酸牙膏刷牙，这两种牙膏中含有氟，而氟可阻止牙齿在酸性环境中脱磷脱钙，有抗酸、防龄、止酸痛之功效。若吃酸性食物后，出现牙齿酸痛，即可用核桃仁放在嘴里咀嚼： 因为核桃仁为碱性食品，慢慢咀嚼可中和牙面上的酸性物质，牙齿就不会酸痛了。
以上方法并不是所有人都适用，孕妇在治疗牙疼的时候，为了自身的健康和孩子的安全问题，一定要选择正规的医院进行治疗。"
254,补牙后应该注意些什么,⑴ 补牙后一般应在 24 小时后再用患侧咀嚼食物为宜，以防牙折及补料脱 落。 ⑵ 补牙后如出现轻微的疼痛，可先行自我观察，有的轻微不适及疼痛可 自行消失。如疼痛非但不减轻，反而进一步加重或出现咬合痛、跳痛、冷热刺激 痛、夜间自发疼痛时，应及时去医院复诊检查治疗，以查明病因，消除疼痛。
